Unnamed: 0.1,Unnamed: 0,sentence,Option A,Option B,OP1,OP2,gold_ans,gold_scope_label,OP1_type,OP2_type,OP_rel,relation,comb
1351,1352.0,A vending machine is present on each floor of the mall.,"in total, there is more than one vending machine present across all mall floors","in total, there is one vending machine present across all mall floors",a,each,A,inverse,indefinite,universal,unimported,unimported,3
1352,1353.0,A unique code is assigned to all employees.,All employees have the exact same unique code,Not all employees have the same unique code,a,all,B,inverse,indefinite,universal,unimported,unimported,3
1353,1354.0,A unique code is assigned to all employees.,Not all employees have the same unique code,All employees have the exact same unique code,a,all,A,inverse,indefinite,universal,unimported,unimported,3
1356,1357.0,A student asks each teacher for advice.,It is not the same student who asks each teacher for advice,The same student asks every teacher for advice,a,each,B,surface,indefinite,universal,unimported,unimported,2
1357,1358.0,A student asks each teacher for advice.,The same student asks every teacher for advice,It is not the same student who asks each teacher for advice,a,each,A,surface,indefinite,universal,unimported,unimported,2
1366,1367.0,A cup of coffee is offered to each guest at the party.,"In total, more than one cup of coffee is offered","In total, one cup of coffee is offered",a,each,A,inverse,indefinite,universal,unimported,unimported,3
1367,1368.0,A cup of coffee is offered to each guest at the party.,"In total, one cup of coffee is offered","In total, more than one cup of coffee is offered",a,each,B,inverse,indefinite,universal,unimported,unimported,3
1370,1371.0,A hospital is present in all cities.,All cities have the exact same hospital,Not all cities have the same hospital,a,all,B,inverse,indefinite,universal,unimported,unimported,3
1371,1372.0,A hospital is present in all cities.,Not all cities have the same hospital,All cities have the exact same hospital,a,all,A,inverse,indefinite,universal,unimported,unimported,3
1376,1377.0,A printer is present in each department of the company.,"In total, there is one printer present across all company departments","In total, there is more than one printer present across all company departments",a,each,B,inverse,indefinite,universal,unimported,unimported,3
1377,1378.0,A printer is present in each department of the company.,"In total, there is more than one printer present across all company departments","In total, there is one printer present across all company departments",a,each,A,inverse,indefinite,universal,unimported,unimported,3
1382,1383.0,There is a different painting in every room.,Not every room has the same painting,The same painting is present in every room,a,every,A,inverse,indefinite,universal,unimported,unimported,3
1383,1384.0,There is a different painting in every room.,The same painting is present in every room,Not every room has the same painting,a,every,B,inverse,indefinite,universal,unimported,unimported,3
1386,1387.0,There is a different plant in every window.,The same plant is present in every window,Not every window has the same plant,a,every,B,inverse,indefinite,universal,unimported,unimported,3
1387,1388.0,There is a different plant in every window.,Not every window has the same plant,The same plant is present in every window,a,every,A,inverse,indefinite,universal,unimported,unimported,3
1394,1395.0,Several ingredients are used in every recipe.,The same ingredients are used in every recipe,A potentially different group of ingredients are used in each recipe,several,every,B,inverse,existential,universal,unimported,unimported,3
1395,1396.0,Several ingredients are used in every recipe.,A potentially different group of ingredients are used in each recipe,The same ingredients are used in every recipe,several,every,A,inverse,existential,universal,unimported,unimported,3
1398,1399.0,A few exercises are included in each workout.,Every workout includes the same few exercises,Not every workout includes the same few exercises,a few,each,B,inverse,existential,universal,unimported,unimported,3
1399,1400.0,A few exercises are included in each workout.,Not every workout includes the same few exercises,Every workout includes the same few exercises,a few,each,A,inverse,existential,universal,unimported,unimported,3
1400,1401.0,Several factors influence every decision.,A potentially different group of factors influence each decision,The same factors influence every decision,several,every,A,inverse,existential,universal,unimported,unimported,3
1401,1402.0,Several factors influence every decision.,The same factors influence every decision,A potentially different group of factors influence each decision,several,every,B,inverse,existential,universal,unimported,unimported,3
1404,1405.0,A few mistakes are found in every manuscript.,The same mistakes are found in every manuscript.,Different mistakes are found in each manuscript.,a few,every,B,inverse,existential,universal,unimported,unimported,3
1405,1406.0,A few mistakes are found in every manuscript.,Different mistakes are found in each manuscript.,The same mistakes are found in every manuscript.,a few,every,A,inverse,existential,universal,unimported,unimported,3
1406,1407.0,A few cars break down on every road trip.,The same cars break down on every road trip.,Different cars break down on each road trip.,a few,every,B,inverse,existential,universal,unimported,unimported,3
1407,1408.0,A few cars break down on every road trip.,Different cars break down on each road trip.,The same cars break down on every road trip.,a few,every,A,inverse,existential,universal,unimported,unimported,3
1410,1411.0,A few students fail in every class.,The same students fail in every class.,Different students fail in each class.,a few,every,B,inverse,existential,universal,unimported,unimported,3
1411,1412.0,A few students fail in every class.,Different students fail in each class.,The same students fail in every class.,a few,every,A,inverse,existential,universal,unimported,unimported,3
1412,1413.0,Several challenges are faced in every project.,Different challenges are faced in each project.,The same challenges are faced in every project.,several,every,A,inverse,existential,universal,unimported,unimported,3
1413,1414.0,Several challenges are faced in every project.,The same challenges are faced in every project.,Different challenges are faced in each project.,several,every,B,inverse,existential,universal,unimported,unimported,3
1414,1415.0,Several solutions exist for every problem.,The same solutions exist for every problem.,A potentially different set of solutions exist for each problem.,several,every,B,inverse,existential,universal,unimported,unimported,3
1415,1416.0,Several solutions exist for every problem.,A potentially different set of solutions exist for each problem.,The same solutions exist for every problem.,several,every,A,inverse,existential,universal,unimported,unimported,3
1420,1421.0,Some opportunities are available in any career.,"In each career, a potentially different set of opportunities is available.",The same opportunities are available in every career.,some,any,A,inverse,existential,universal,unimported,unimported,3
1421,1422.0,Some opportunities are available in any career.,The same opportunities are available in every career.,"In each career, a potentially different set of opportunities is available.",some,any,B,inverse,existential,universal,unimported,unimported,3
1422,1423.0,Several strategies are used in every game.,The same strategies are used in every game.,A potentially different set of strategies is used in each game.,several,every,B,inverse,existential,universal,unimported,unimported,3
1423,1424.0,Several strategies are used in every game.,A potentially different set of strategies is used in each game.,The same strategies are used in every game.,several,every,A,inverse,existential,universal,unimported,unimported,3
1424,1425.0,Some animals live in every forest.,The same set of animals lives in every forest.,Different sets of animals live in different forests.,some,every,B,inverse,existential,universal,unimported,unimported,3
1425,1426.0,Some animals live in every forest.,Different sets of animals live in different forests.,The same set of animals lives in every forest.,some,every,A,inverse,existential,universal,unimported,unimported,3
1428,1429.0,A few key players influence every game.,Different key players influence each game.,The same key players influence every game.,a few,every,B,surface,existential,universal,unimported,unimported,2
1429,1430.0,A few key players influence every game.,The same key players influence every game.,Different key players influence each game.,a few,every,A,surface,existential,universal,unimported,unimported,2
1430,1431.0,Some unique features are present in all smartphones.,Different unique features are present in different smartphones.,The same unique features are present in all smartphones.,some,all,A,inverse,existential,universal,unimported,unimported,3
1431,1432.0,Some unique features are present in all smartphones.,The same unique features are present in all smartphones.,Different unique features are present in different smartphones.,some,all,B,inverse,existential,universal,unimported,unimported,3
1432,1433.0,Some hidden gems can be found in any city.,"In each city, a potentially different set of hidden gems can be found.",The same hidden gems can be found in every city.,some,any,A,inverse,existential,universal,unimported,unimported,3
1433,1434.0,Some hidden gems can be found in any city.,The same hidden gems can be found in every city.,"In each city, a potentially different set of hidden gems can be found.",some,any,B,inverse,existential,universal,unimported,unimported,3
1434,1435.0,A few classic books are loved by every generation.,Different classic books are loved by each generation.,The same classic books are loved by every generation.,a few,every,B,surface,existential,universal,unimported,unimported,2
1435,1436.0,A few classic books are loved by every generation.,The same classic books are loved by every generation.,Different classic books are loved by each generation.,a few,every,A,surface,existential,universal,unimported,unimported,2
1446,1447.0,Some plants are found in all gardens.,Every garden has the same plants.,Not every garden has the same plants.,some,all,B,inverse,existential,universal,unimported,unimported,3
1447,1448.0,Some plants are found in all gardens.,Not every garden has the same plants.,Every garden has the same plants.,some,all,A,inverse,existential,universal,unimported,unimported,3
1450,1451.0,Some techniques are applied in any art form.,Different art forms apply different techniques.,The same techniques are applied in every art form.,some,any,A,inverse,existential,universal,unimported,unimported,3
1451,1452.0,Some techniques are applied in any art form.,The same techniques are applied in every art form.,Different art forms apply different techniques.,some,any,B,inverse,existential,universal,unimported,unimported,3
1464,1465.0,Some birds can be seen in any part of the world.,Different birds can be seen in different parts of the world.,The same birds can be seen in every part of the world.,some,any,B,surface,existential,universal,unimported,unimported,2
1465,1466.0,Some birds can be seen in any part of the world.,The same birds can be seen in every part of the world.,Different birds can be seen in different parts of the world.,some,any,A,surface,existential,universal,unimported,unimported,2
1468,1469.0,A few stars are visible from every location on Earth.,The same stars are visible from every location on Earth.,Different stars are visible from different locations on Earth.,a few,every,A,surface,existential,universal,unimported,unimported,2
1469,1470.0,A few stars are visible from every location on Earth.,Different stars are visible from different locations on Earth.,The same stars are visible from every location on Earth.,a few,every,B,surface,existential,universal,unimported,unimported,2
1476,1477.0,Some songs are played every concert.,"each concert, the same songs are played","each concert, different songs are played",some,every,A,surface,existential,universal,unimported,unimported,2
1477,1478.0,Some songs are played every concert.,"each concert, different songs are played","each concert, the same songs are played",some,every,B,surface,existential,universal,unimported,unimported,2
1480,1481.0,Some movies are watched every weekend.,"each weekend, the same movies are watched","each weekend, different movies are watched",some,every,A,surface,existential,universal,unimported,unimported,2
1481,1482.0,Some movies are watched every weekend.,"each weekend, different movies are watched","each weekend, the same movies are watched",some,every,B,surface,existential,universal,unimported,unimported,2
1484,1485.0,Some stars are visible every night.,"each night, the same stars are visible","each night, different stars are visible",some,every,B,inverse,existential,universal,unimported,unimported,3
1485,1486.0,Some stars are visible every night.,"each night, different stars are visible","each night, the same stars are visible",some,every,A,inverse,existential,universal,unimported,unimported,3
1488,1489.0,Some songs touch every heart.,Different songs touch each heart.,The same songs touch every heart.,some,every,A,inverse,existential,universal,unimported,unimported,3
1489,1490.0,Some songs touch every heart.,The same songs touch every heart.,Different songs touch each heart.,some,every,B,inverse,existential,universal,unimported,unimported,3
1492,1493.0,Several elements contribute to every scientific discovery.,Different elements contribute to each scientific discovery.,The same elements contribute to every scientific discovery.,several,every,A,inverse,existential,universal,unimported,unimported,3
1493,1494.0,Several elements contribute to every scientific discovery.,The same elements contribute to every scientific discovery.,Different elements contribute to each scientific discovery.,several,every,B,inverse,existential,universal,unimported,unimported,3
1494,1495.0,Some events shape every decade.,Different events shape each decade.,The same events shape every decade.,some,every,A,inverse,existential,universal,unimported,unimported,3
1495,1496.0,Some events shape every decade.,The same events shape every decade.,Different events shape each decade.,some,every,B,inverse,existential,universal,unimported,unimported,3
1496,1497.0,Several factors determine every election result.,The same factors determine every election result.,Different factors determine each election result.,several,every,B,inverse,existential,universal,unimported,unimported,3
1497,1498.0,Several factors determine every election result.,Different factors determine each election result.,The same factors determine every election result.,several,every,A,inverse,existential,universal,unimported,unimported,3
1502,1503.0,A few employees from each department attended the meeting.,The same employees from every department attended the meeting.,Different employees from each department attended the meeting.,a few,each,B,inverse,existential,universal,unimported,unimported,3
1503,1504.0,A few employees from each department attended the meeting.,Different employees from each department attended the meeting.,The same employees from every department attended the meeting.,a few,each,A,inverse,existential,universal,unimported,unimported,3
1504,1505.0,A few songs from each album became hits.,The same songs from every album became hits.,Different songs from each album became hits.,a few,each,B,inverse,existential,universal,unimported,unimported,3
1505,1506.0,A few songs from each album became hits.,Different songs from each album became hits.,The same songs from every album became hits.,a few,each,A,inverse,existential,universal,unimported,unimported,3
1510,1511.0,Two of the scientists won every award.,Different scientists won different awards,The same two scientists won every award,two,every,B,surface,number,universal,unimported,unimported,2
1511,1512.0,Two of the scientists won every award.,The same two scientists won every award,Different scientists won different awards,two,every,A,surface,number,universal,unimported,unimported,2
1514,1515.0,Three of the actors appeared in each movie.,Each movie featured a different set of three actors,The same three actors appeared in each movie,three,each,B,surface,number,universal,unimported,unimported,2
1515,1516.0,Three of the actors appeared in each movie.,The same three actors appeared in each movie,Each movie featured a different set of three actors,three,each,A,surface,number,universal,unimported,unimported,2
1516,1517.0,Exactly one theory was accepted by all scientists.,Not every scientist accepted the same theory,Every scientist accepted the same theory,exactly one,all,B,surface,number,universal,unimported,unimported,2
1517,1518.0,Exactly one theory was accepted by all scientists.,Every scientist accepted the same theory,Not every scientist accepted the same theory,exactly one,all,A,surface,number,universal,unimported,unimported,2
1518,1519.0,Two of the strategies were used in every game.,Every game used the same two strategies,Not every game used the same two strategies,two,every,A,surface,number,universal,unimported,unimported,2
1519,1520.0,Two of the strategies were used in every game.,Not every game used the same two strategies,Every game used the same two strategies,two,every,B,surface,number,universal,unimported,unimported,2
1520,1521.0,Four teams played in all the tournaments.,The same four teams played in all the tournaments,Different four teams played in each tournament,four,all,A,surface,number,universal,unimported,unimported,2
1521,1522.0,Four teams played in all the tournaments.,Different four teams played in each tournament,The same four teams played in all the tournaments,four,all,B,surface,number,universal,unimported,unimported,2
1522,1523.0,One book was read by every member of the club.,Not every member read the same book,Every member read the same book,one,every,B,surface,number,universal,unimported,unimported,2
1523,1524.0,One book was read by every member of the club.,Every member read the same book,Not every member read the same book,one,every,A,surface,number,universal,unimported,unimported,2
1526,1527.0,Three classrooms accommodate every student in the school.,There are exactly three classrooms accommodating all students,There are more than three classrooms accommodating all students,three,every,A,surface,number,universal,unimported,unimported,2
1527,1528.0,Three classrooms accommodate every student in the school.,There are more than three classrooms accommodating all students,There are exactly three classrooms accommodating all students,three,every,B,surface,number,universal,unimported,unimported,2
1528,1529.0,Four types of viruses are present in every hospital.,the same four types of viruses can be found across all hospitals,there are no four specific types of viruses found across all hospitals; each hospital simply has any four types,four,every,A,surface,number,universal,unimported,unimported,2
1529,1530.0,Four types of viruses are present in every hospital.,there are no four specific types of viruses found across all hospitals; each hospital simply has any four types,the same four types of viruses can be found across all hospitals,four,every,B,surface,number,universal,unimported,unimported,2
1530,1531.0,Two chefs will cook for all the guests.,a different pair of chefs will cook for each guest,the same two chefs will cook for all the guests,two,all,B,surface,number,universal,unimported,unimported,2
1531,1532.0,Two chefs will cook for all the guests.,the same two chefs will cook for all the guests,a different pair of chefs will cook for each guest,two,all,A,surface,number,universal,unimported,unimported,2
1532,1533.0,One of the engineers works on all five projects.,the same engineer does not work on all five projects,the same engineer works on all five projects,one,all,B,surface,number,universal,unimported,unimported,2
1533,1534.0,One of the engineers works on all five projects.,the same engineer works on all five projects,the same engineer does not work on all five projects,one,all,A,surface,number,universal,unimported,unimported,2
1534,1535.0,One of the songs was played by all radio stations.,not every radio station played the same song,every radio station played the same song,one,all,B,surface,number,universal,unimported,unimported,2
1535,1536.0,One of the songs was played by all radio stations.,every radio station played the same song,not every radio station played the same song,one,all,A,surface,number,universal,unimported,unimported,2
1538,1539.0,One of the scientists is involved in all four experiments.,the same scientist is not involved in all four experiments,the same scientist is involved in all four experiments,one,all,B,surface,number,universal,unimported,unimported,2
1539,1540.0,One of the scientists is involved in all four experiments.,the same scientist is involved in all four experiments,the same scientist is not involved in all four experiments,one,all,A,surface,number,universal,unimported,unimported,2
1550,1551.0,Seven of the chapters are included in all the textbooks.,not every textbook includes the same set of seven chapters,every textbook includes the same set of seven chapters,seven,all,B,surface,number,universal,unimported,unimported,2
1551,1552.0,Seven of the chapters are included in all the textbooks.,every textbook includes the same set of seven chapters,not every textbook includes the same set of seven chapters,seven,all,A,surface,number,universal,unimported,unimported,2
1566,1567.0,Five species of birds are found in each forest.,Each forest has the same five bird species,Each forest has a different set of five bird species,five,each,B,inverse,number,universal,unimported,unimported,3
1567,1568.0,Five species of birds are found in each forest.,Each forest has a different set of five bird species,Each forest has the same five bird species,five,each,A,inverse,number,universal,unimported,unimported,3
1572,1573.0,Three exercises are included in all training programs.,Every training program includes the same three exercises,Not every training program includes the same three exercises,three,all,A,surface,number,universal,unimported,unimported,2
1573,1574.0,Three exercises are included in all training programs.,Not every training program includes the same three exercises,Every training program includes the same three exercises,three,all,B,surface,number,universal,unimported,unimported,2
1576,1577.0,Three types of birds are seen in all forests across the country.,Each forest has a different trio of bird types,Each forest has the same three types of birds,three,all,B,surface,number,universal,unimported,unimported,2
1577,1578.0,Three types of birds are seen in all forests across the country.,Each forest has the same three types of birds,Each forest has a different trio of bird types,three,all,A,surface,number,universal,unimported,unimported,2
1580,1581.0,One brand was chosen by all consumers in the survey.,Not every consumer chose the same brand,Every consumer chose the same brand,one,all,B,surface,number,universal,unimported,unimported,2
1581,1582.0,One brand was chosen by all consumers in the survey.,Every consumer chose the same brand,Not every consumer chose the same brand,one,all,A,surface,number,universal,unimported,unimported,2
1584,1585.0,Five species of fish are found in all oceans.,There are no five specific species found across all oceans; each ocean simply has any five kinds,The same five species can be found across all oceans,five,all,B,surface,number,universal,unimported,unimported,2
1585,1586.0,Five species of fish are found in all oceans.,The same five species can be found across all oceans,There are no five specific species found across all oceans; each ocean simply has any five kinds,five,all,A,surface,number,universal,unimported,unimported,2
1586,1587.0,One method was used by all researchers in the study.,Every researcher used the same method,Not every researcher used the same method,one,all,A,surface,number,universal,unimported,unimported,2
1587,1588.0,One method was used by all researchers in the study.,Not every researcher used the same method,Every researcher used the same method,one,all,B,surface,number,universal,unimported,unimported,2
1596,1597.0,Three types of trees are found in every forest.,each forest has a different three types of trees,the same three types of trees are found in every forest,three,every,B,surface,number,universal,unimported,unimported,2
1597,1598.0,Three types of trees are found in every forest.,the same three types of trees are found in every forest,each forest has a different three types of trees,three,every,A,surface,number,universal,unimported,unimported,2
1608,1609.0,Three types of flowers grow in all gardens in the city.,Each garden grows the same three types of flowers,Each garden grows a different set of three types of flowers,three,all,A,surface,number,universal,unimported,unimported,2
1609,1610.0,Three types of flowers grow in all gardens in the city.,Each garden grows a different set of three types of flowers,Each garden grows the same three types of flowers,three,all,B,surface,number,universal,unimported,unimported,2
1614,1615.0,One theory was taught in all philosophy classes.,Every philosophy class taught the same theory,Not every philosophy class taught the same theory,one,all,A,surface,number,universal,unimported,unimported,2
1615,1616.0,One theory was taught in all philosophy classes.,Not every philosophy class taught the same theory,Every philosophy class taught the same theory,one,all,B,surface,number,universal,unimported,unimported,2
1622,1623.0,"Each painting was created by exactly one of the following artists - Monet, Picasso, Van Gogh.",not all paintings were created by the same artist,all paintings were created by the same artist,each,exactly one,A,surface,universal,number,unimported,unimported,1
1623,1624.0,"Each painting was created by exactly one of the following artists - Monet, Picasso, Van Gogh.",all paintings were created by the same artist,not all paintings were created by the same artist,each,exactly one,B,surface,universal,number,unimported,unimported,1
1626,1627.0,Each room is cleaned by exactly one janitor.,there is more than one janitor in total cleaning the rooms,there is exactly one janitor in total cleaning the rooms,each,exactly one,B,inverse,universal,number,unimported,unimported,4
1627,1628.0,Each room is cleaned by exactly one janitor.,there is exactly one janitor in total cleaning the rooms,there is more than one janitor in total cleaning the rooms,each,exactly one,A,inverse,universal,number,unimported,unimported,4
1628,1629.0,"Each assignment is graded by exactly one teacher, marked within the day it is submitted and before the next assignment is checked.",every assignment is graded by the same teacher,not every assignment is graded by the same teacher,each,exactly one,A,inverse,universal,number,unimported,unimported,4
1629,1630.0,"Each assignment is graded by exactly one teacher, marked within the day it is submitted and before the next assignment is checked.",not every assignment is graded by the same teacher,every assignment is graded by the same teacher,each,exactly one,B,inverse,universal,number,unimported,unimported,4
1630,1631.0,"Each song was composed by exactly one of the following musicians - Beethoven, Mozart, Chopin.",all songs were composed by the same musician,not all songs were composed by the same musician,each,exactly one,B,surface,universal,number,unimported,unimported,1
1631,1632.0,"Each song was composed by exactly one of the following musicians - Beethoven, Mozart, Chopin.",not all songs were composed by the same musician,all songs were composed by the same musician,each,exactly one,A,surface,universal,number,unimported,unimported,1
1634,1635.0,Each player throws exactly one dart.,all players throw the same dart,not all players throw the same dart,each,exactly one,B,surface,universal,number,unimported,unimported,1
1635,1636.0,Each player throws exactly one dart.,not all players throw the same dart,all players throw the same dart,each,exactly one,A,surface,universal,number,unimported,unimported,1
1636,1637.0,Each artist paints exactly one painting.,not all artists paint the same painting,all artists paint the same painting,each,exactly one,A,surface,universal,number,unimported,unimported,1
1637,1638.0,Each artist paints exactly one painting.,all artists paint the same painting,not all artists paint the same painting,each,exactly one,B,surface,universal,number,unimported,unimported,1
1638,1639.0,Each scientist conducts exactly one experiment.,not all scientists conduct the same experiment,all scientists conduct the same experiment,each,exactly one,A,surface,universal,number,unimported,unimported,1
1639,1640.0,Each scientist conducts exactly one experiment.,all scientists conduct the same experiment,not all scientists conduct the same experiment,each,exactly one,B,surface,universal,number,unimported,unimported,1
1642,1643.0,Each runner completes exactly one lap.,not all runners complete the same lap,all runners complete the same lap,each,exactly one,B,inverse,universal,number,unimported,unimported,4
1643,1644.0,Each runner completes exactly one lap.,all runners complete the same lap,not all runners complete the same lap,each,exactly one,A,inverse,universal,number,unimported,unimported,4
1648,1649.0,"On each day of the week, exactly one meal is served in the cafeteria.",only one meal is served in the cafeteria for the entire week,more than one meal is served in the cafeteria over the course of the week,each,exactly one,B,surface,universal,number,unimported,unimported,1
1649,1650.0,"On each day of the week, exactly one meal is served in the cafeteria.",more than one meal is served in the cafeteria over the course of the week,only one meal is served in the cafeteria for the entire week,each,exactly one,A,surface,universal,number,unimported,unimported,1
1650,1651.0,"Each of the five friends - Alice, Bob, Charlie, David, and Eve - owns exactly one type of pet.",all friends own the same type of pet,not all friends own the same type of pet,each,exactly one,B,surface,universal,number,unimported,unimported,1
1651,1652.0,"Each of the five friends - Alice, Bob, Charlie, David, and Eve - owns exactly one type of pet.",not all friends own the same type of pet,all friends own the same type of pet,each,exactly one,A,surface,universal,number,unimported,unimported,1
1656,1657.0,Each of the ten students in the class solves exactly two math problems.,all students solve the same two math problems,not all students solve the same two math problems,each,exactly two,B,surface,universal,number,unimported,unimported,1
1657,1658.0,Each of the ten students in the class solves exactly two math problems.,not all students solve the same two math problems,all students solve the same two math problems,each,exactly two,A,surface,universal,number,unimported,unimported,1
1660,1661.0,Each of the nine runners in the race completes exactly one lap.,not all runners complete the same lap,all runners complete the same lap,each,exactly one,B,inverse,universal,number,unimported,unimported,4
1661,1662.0,Each of the nine runners in the race completes exactly one lap.,all runners complete the same lap,not all runners complete the same lap,each,exactly one,A,inverse,universal,number,unimported,unimported,4
1662,1663.0,"Each of the five chefs - Adams, Baker, Clark, Davis, and Evans - prepares exactly one of two dishes: pasta or steak.","some chefs prepare pasta, and some chefs prepare steak","either all chefs prepare pasta, or all chefs prepare steak",each,one,A,surface,universal,number,unimported,unimported,1
1663,1664.0,"Each of the five chefs - Adams, Baker, Clark, Davis, and Evans - prepares exactly one of two dishes: pasta or steak.","either all chefs prepare pasta, or all chefs prepare steak","some chefs prepare pasta, and some chefs prepare steak",each,one,B,surface,universal,number,unimported,unimported,1
1664,1665.0,"Each of the four artists - Foster, Green, Harris, and Ingle - paints exactly one of three landscapes: mountain, beach, or forest.","either all artists paint the same landscape, or all artists paint different landscapes","some artists paint one landscape, and some artists paint another",each,one,B,surface,universal,number,unimported,unimported,1
1665,1666.0,"Each of the four artists - Foster, Green, Harris, and Ingle - paints exactly one of three landscapes: mountain, beach, or forest.","some artists paint one landscape, and some artists paint another","either all artists paint the same landscape, or all artists paint different landscapes",each,one,A,surface,universal,number,unimported,unimported,1
1670,1671.0,"Each of the six athletes - Underwood, Vega, Walker, Xiong, Young, and Ziegler - competes in exactly one of three sports: swimming, cycling, or running.","either all athletes compete in swimming, all compete in cycling, or all compete in running","some athletes compete in swimming, some in cycling, and some in running",each,one,B,surface,universal,number,unimported,unimported,1
1671,1672.0,"Each of the six athletes - Underwood, Vega, Walker, Xiong, Young, and Ziegler - competes in exactly one of three sports: swimming, cycling, or running.","some athletes compete in swimming, some in cycling, and some in running","either all athletes compete in swimming, all compete in cycling, or all compete in running",each,one,A,surface,universal,number,unimported,unimported,1
1678,1679.0,"Each of the six programmers - Nelson, O'Brien, Parker, Quinn, Roberts, and Smith - codes exactly one of two languages: Python or Java.","some programmers code in Python, and some programmers code in Java","either all programmers code in Python, or all programmers code in Java",each,one,A,surface,universal,number,unimported,unimported,1
1679,1680.0,"Each of the six programmers - Nelson, O'Brien, Parker, Quinn, Roberts, and Smith - codes exactly one of two languages: Python or Java.","either all programmers code in Python, or all programmers code in Java","some programmers code in Python, and some programmers code in Java",each,one,B,surface,universal,number,unimported,unimported,1
1686,1687.0,Each dog gets exactly one bone.,there is exactly one bone in total,there is more than one bone in total,each,exactly one,B,surface,universal,number,unimported,unimported,1
1687,1688.0,Each dog gets exactly one bone.,there is more than one bone in total,there is exactly one bone in total,each,exactly one,A,surface,universal,number,unimported,unimported,1
1690,1691.0,"Each employee gets exactly one of the following benefits: health, dental, or vision.",all employees get the same benefit,not all employees get the same benefit,each,exactly one,B,surface,universal,number,unimported,unimported,1
1691,1692.0,"Each employee gets exactly one of the following benefits: health, dental, or vision.",not all employees get the same benefit,all employees get the same benefit,each,exactly one,A,surface,universal,number,unimported,unimported,1
1694,1695.0,"Each of the four houses on the block is painted exactly one color: red, blue, green, or yellow.",not all houses are painted the same color,all houses are painted the same color,each,exactly one,A,surface,universal,number,unimported,unimported,1
1695,1696.0,"Each of the four houses on the block is painted exactly one color: red, blue, green, or yellow.",all houses are painted the same color,not all houses are painted the same color,each,exactly one,B,surface,universal,number,unimported,unimported,1
1698,1699.0,"Each of the three siblings - John, Jane, and Jim - has exactly two children.",not all siblings have the exact same two children,all siblings have the exact same two children,each,exactly two,A,surface,universal,number,unimported,unimported,1
1699,1700.0,"Each of the three siblings - John, Jane, and Jim - has exactly two children.",all siblings have the exact same two children,not all siblings have the exact same two children,each,exactly two,B,surface,universal,number,unimported,unimported,1
1714,1715.0,"Each chef uses exactly one type of oil: olive, coconut, or sunflower.",All chefs use the exact same type of oil,Not all chefs use the same type of oil,each,exactly one,B,surface,universal,number,unimported,unimported,1
1715,1716.0,"Each chef uses exactly one type of oil: olive, coconut, or sunflower.",Not all chefs use the same type of oil,All chefs use the exact same type of oil,each,exactly one,A,surface,universal,number,unimported,unimported,1
1716,1717.0,Each tree produces exactly four types of fruits.,All trees produce the exact same four types of fruits,Not all trees produce the exact same four types of fruits,each,exactly four,A,inverse,universal,number,unimported,unimported,4
1717,1718.0,Each tree produces exactly four types of fruits.,Not all trees produce the exact same four types of fruits,All trees produce the exact same four types of fruits,each,exactly four,B,inverse,universal,number,unimported,unimported,4
1730,1731.0,Each week exactly one of the employees is on vacation.,all weeks involve the same employee on vacation,not all weeks involve the same employee on vacation,each,exactly one,B,surface,universal,number,unimported,unimported,1
1731,1732.0,Each week exactly one of the employees is on vacation.,not all weeks involve the same employee on vacation,all weeks involve the same employee on vacation,each,exactly one,A,surface,universal,number,unimported,unimported,1
1736,1737.0,Each day one of the tasks is completed.,there is more than one task in total,there is exactly one task in total,each,one,A,surface,universal,number,unimported,unimported,1
1737,1738.0,Each day one of the tasks is completed.,there is exactly one task in total,there is more than one task in total,each,one,B,surface,universal,number,unimported,unimported,1
1748,1749.0,Each member contributes exactly one idea for the project.,all members contribute the same idea,not all members contribute the same idea,each,exactly one,B,surface,universal,number,unimported,unimported,1
1749,1750.0,Each member contributes exactly one idea for the project.,not all members contribute the same idea,all members contribute the same idea,each,exactly one,A,surface,universal,number,unimported,unimported,1
0,,All the books are owned by exactly one person.,"in total, there is exactly one owner of the books","in total, there is more than one owner of the books",all,exactly one,A,inverse,universal,number,unimported,unimported,4
1,,All the books are owned by exactly one person.,"in total, there is more than one owner of the books","in total, there is exactly one owner of the books",all,exactly one,B,inverse,universal,number,unimported,unimported,4
2,,All the ingredients are contained in exactly one dish.,there is exactly one dish in total,there is more than one dish in total,all,exactly one,A,inverse,universal,number,unimported,unimported,4
3,,All the ingredients are contained in exactly one dish.,there is more than one dish in total,there is exactly one dish in total,all,exactly one,B,inverse,universal,number,unimported,unimported,4
4,,All the books are part of a collection.,all the books belong to the same collection,not all the books belong to the same collection,all,a,A,inverse,universal,indefinite,unimported,unimported,4
5,,All the books are part of a collection.,not all the books belong to the same collection,all the books belong to the same collection,all,a,B,inverse,universal,indefinite,unimported,unimported,4
6,,All the tools are sourced from one workshop.,all the tools are sourced from the same workshop,not all the tools are sourced from the same workshop,all,one,A,inverse,universal,number,unimported,unimported,4
7,,All the tools are sourced from one workshop.,not all the tools are sourced from the same workshop,all the tools are sourced from the same workshop,all,one,B,inverse,universal,number,unimported,unimported,4
8,,The girl put every apple into exactly one basket.,all of the apples go into the same basket,not all of the apples go into the same basket,every,exactly one,A,inverse,universal,number,unimported,unimported,4
